,Review_Rating,ABV,Name,Style
1101343,4.0,5.2,Jackman's American Pale Ale,American Pale Ale (APA)
139815,3.5,11.5,Hunahpu's Imperial Stout - Laird's Apple Brandy Barrel,American Double / Imperial Stout
376531,4.5,9.0,Trois Pistoles,Belgian Strong Dark Ale
1004543,3.5,9.5,Avec Les Bons Voeux,Saison / Farmhouse Ale
1063793,4.0,6.5,Hired Hand,Saison / Farmhouse Ale
1021144,3.5,7.2,Hopyard Dog,American IPA
670271,4.0,4.9,Apricot Wheat,Fruit / Vegetable Beer
1169662,4.0,9.0,Squall IPA,American Double / Imperial IPA
51565,4.0,10.0,Stoudt's Double IPA (India Pale Ale),American Double / Imperial IPA
1040406,4.0,5.6,Ruth,American Pale Ale (APA)
406984,4.0,6.0,Tröegs Hopback Amber Ale,American Amber / Red Ale
95840,3.5,10.2,Life & Limb,American Strong Ale
1521777,4.0,8.0,Brooklyn Intensified Coffee Stout,American Double / Imperial Stout
1529359,4.5,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
1238132,3.5,5.3,Harbor Ale,American Pale Ale (APA)
733762,4.0,7.0,Death By Hops,American IPA
387345,4.0,5.0,Leatherlips IPA,American IPA
110321,4.5,3.2,Lil' Smokey,American Porter
467304,3.5,9.0,Double Simcoe IPA,American Double / Imperial IPA
278928,2.0,6.0,Atwater Vanilla Java Porter,American Porter
398921,4.5,9.0,Nostradamus,Belgian Strong Dark Ale
802537,4.0,6.7,Red Barn Ale,Saison / Farmhouse Ale
94169,4.0,7.2,Sierra Nevada Torpedo Extra IPA,American IPA
581503,3.0,5.3,Pete's Wicked Red Rush,American Amber / Red Ale
650522,2.5,8.72,Collaboration Not Litigation Ale,Belgian Strong Dark Ale
982421,4.0,5.2,Little Creatures Pale Ale,American Pale Ale (APA)
1136996,5.0,11.0,Pliny The Younger,American Double / Imperial IPA
1066137,4.0,5.2,Snake River Pale Ale,American Pale Ale (APA)
1166031,4.5,10.0,Burton Baton,American Double / Imperial IPA
118060,4.5,6.3,Dundee India Pale Ale,American IPA
303284,3.0,5.3,Samuel Adams Cherry Wheat,Fruit / Vegetable Beer
1052342,4.0,5.0,Monkey Face Porter,American Porter
466851,3.0,9.0,Double Simcoe IPA,American Double / Imperial IPA
700542,4.0,10.0,Decadent Imperial IPA,American Double / Imperial IPA
792046,3.5,5.4,Pipeline Porter,American Porter
869985,4.0,7.2,Arrogant Bastard Ale,American Strong Ale
149253,3.5,9.5,Big Red (Imperial Red),American Amber / Red Ale
224989,4.0,5.9,Saint Bridget's Porter,American Porter
141531,4.5,10.0,Nielsbohrium,American Double / Imperial Stout
62354,4.0,8.5,Mischief Gone Wild,Belgian Strong Pale Ale
1105314,3.0,5.75,Bitter Woman India Pale Ale,American IPA
61352,4.0,10.0,Provisions Series: Premiére,Belgian Strong Pale Ale
494379,4.5,11.0,Imperial Stout,Russian Imperial Stout
614019,5.0,12.2,Victory At Sea (Barrel Aged) Imperial Porter,American Porter
316140,2.0,5.9,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
1329854,4.0,5.0,Pride & Joy Mild Ale,American Pale Ale (APA)
1218968,4.0,5.2,Allagash White,Witbier
697354,3.5,4.85,Hazed & Infused,American Pale Ale (APA)
1138266,4.5,6.1,Blind Pig IPA,American IPA
626187,3.0,6.0,Opa Opa IPA,American IPA
201312,3.5,5.2,Fat Tire Amber Ale,American Amber / Red Ale
24266,4.5,9.2,Founders Blushing Monk,Belgian Strong Pale Ale
145,3.5,5.5,Caldera Pale Ale,American Pale Ale (APA)
1025225,4.0,5.5,Mill Street Coffee Porter,American Porter
1012392,3.0,4.01,Shiner Ruby Redbird,Fruit / Vegetable Beer
860027,3.5,6.8,Palisade Single Hop IPA,American IPA
701365,4.5,6.8,Modus Hoperandi,American IPA
215330,3.5,5.2,CB's St. Patricks Ale,American Amber / Red Ale
1232648,3.0,6.0,Dock Street Philadelphia Amber,American Amber / Red Ale
257180,4.5,8.0,IPA 395,American Double / Imperial IPA
18318,3.0,6.5,Founders Cerise,Fruit / Vegetable Beer
467419,2.0,9.0,Double Simcoe IPA,American Double / Imperial IPA
1225135,4.5,9.5,Imperial Eclipse Stout - Elijah Craig (12 Year),American Double / Imperial Stout
923025,1.0,4.6,Corona Extra,American Adjunct Lager
623026,4.0,5.9,Harpoon IPA,American IPA
892385,4.5,10.5,Double Bastard Ale,American Strong Ale
415339,4.0,9.1,Great Lakes Lake Erie Monster,American Double / Imperial IPA
428240,4.0,4.8,Tap Room No. 21 Amber Ale,American Amber / Red Ale
697596,2.5,4.85,Hazed & Infused,American Pale Ale (APA)
1329429,4.0,5.0,Pride & Joy Mild Ale,American Pale Ale (APA)
1278367,4.0,6.5,Ipswich India Pale Ale (I.P.A.),American IPA
1284173,3.5,7.5,New Holland Envious,Fruit / Vegetable Beer
1574223,4.0,4.5,Bottom Up,Witbier
1208805,4.0,7.25,Heavy Seas - Loose Cannon (Hop3 Ale),American IPA
949259,4.0,5.2,Bell's Pale Ale,American Pale Ale (APA)
672007,5.0,5.8,Pale Ale,American Pale Ale (APA)
1362968,4.5,7.5,Lagunitas Imperial Red Ale,American Strong Ale
979778,2.0,5.8,Estes Park Renegade,American IPA
239402,4.0,9.0,Silvius Brabo Tripel,Tripel
1140078,3.5,7.75,Damnation,Belgian Strong Pale Ale
1048689,2.0,4.7,Leinenkugel's Berry Weiss,Fruit / Vegetable Beer
895542,4.0,5.4,Stone Pale Ale,American Pale Ale (APA)
1400082,3.5,8.6,Big Ballard,American Double / Imperial IPA
462873,4.0,9.5,Double Daddy Imperial India Pale Ale,American Double / Imperial IPA
1319874,4.5,6.0,Anchor Liberty Ale,American Pale Ale (APA)
490778,3.5,5.1,St. Rogue Red,American Amber / Red Ale
878056,4.0,6.9,Stone IPA (India Pale Ale),American IPA
1320042,4.5,6.0,Anchor Liberty Ale,American Pale Ale (APA)
76335,4.0,6.7,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,American IPA
229224,4.5,12.2,Barrel Aged Yeti,Russian Imperial Stout
1209401,4.0,7.25,Heavy Seas - Loose Cannon (Hop3 Ale),American IPA
257912,4.5,4.5,Captain Fred,American Adjunct Lager
958156,3.5,7.0,Hop Ottin' IPA,American IPA
1517094,3.0,7.0,21st Amendment IPA,American IPA
599762,4.0,6.5,Sofie,Saison / Farmhouse Ale
308051,4.5,5.5,Samuel Adams Blackberry Witbier,Witbier
323989,3.0,4.74,Pabst Blue Ribbon (PBR),American Adjunct Lager
441124,5.0,10.0,Brasserie Des Rocs Triple Impériale,Belgian Strong Dark Ale
668653,3.5,8.5,Holy Mackerel Special Golden Ale,Belgian Strong Pale Ale
1018149,3.5,6.8,White Rajah,American IPA
201022,3.5,5.2,Fat Tire Amber Ale,American Amber / Red Ale
146850,4.0,8.2,2XIPA,American Double / Imperial IPA
1293175,3.5,7.2,Michigan Brewing High Seas India Pale Ale,American IPA
1271010,3.5,6.5,Hop Gun,American IPA
878535,5.0,6.9,Stone IPA (India Pale Ale),American IPA
397229,4.0,4.9,Horny Goat Exposed,Saison / Farmhouse Ale
773436,4.0,7.7,Hennepin (Farmhouse Saison),Saison / Farmhouse Ale
943435,3.0,10.5,Bell's Expedition Stout,Russian Imperial Stout
95462,4.0,10.2,Life & Limb,American Strong Ale
1013981,4.0,4.0,Wyld,American Pale Ale (APA)
366148,4.0,8.0,Quelque Chose,Fruit / Vegetable Beer
642531,3.5,10.3,Maharaja,American Double / Imperial IPA
385741,3.5,8.0,La Trappe Tripel (Koningshoeven / Dominus),Tripel
1320720,4.5,5.6,Anchor Porter,American Porter
576363,4.5,4.8,Pale 31,American Pale Ale (APA)
948600,3.5,7.7,Hell Hath No Fury Ale,Belgian Strong Dark Ale
497783,4.0,5.8,Brutal Bitter Ale,American IPA
172259,4.5,4.7,Red Stripe Jamaican Lager,American Adjunct Lager
1004512,4.0,9.5,Avec Les Bons Voeux,Saison / Farmhouse Ale
1321317,4.5,5.6,Anchor Porter,American Porter
1440716,4.0,5.2,Black Butte Porter,American Porter
394311,4.0,7.0,Lunch,American IPA
1474193,4.5,5.9,Cottonwood Endo India Pale Ale,American IPA
58685,4.0,18.2,Black Tuesday,American Double / Imperial Stout
184582,3.0,11.0,AleSmith Horny Devil,Belgian Strong Pale Ale
474889,4.5,8.0,Heresy,Russian Imperial Stout
496942,3.5,9.5,XS Imperial India Pale Ale,American Double / Imperial IPA
409680,4.0,7.5,Tröegs Nugget Nectar,American Amber / Red Ale
894093,4.5,7.2,Oaked Arrogant Bastard Ale,American Strong Ale
403846,4.5,7.7,Scratch Beer 39 - 2010 (IPA #3 Of 4),American IPA
1384788,3.5,12.5,Thomas Creek Up The Creek,American Double / Imperial IPA
136769,4.5,5.5,Fallbrook Estate Pale Ale,American Pale Ale (APA)
230586,4.5,10.0,17th Anniversary Wood Aged Double IPA,American Double / Imperial IPA
155122,4.5,11.0,Choklat,American Double / Imperial Stout
1176039,3.0,9.0,90 Minute IPA,American Double / Imperial IPA
1071956,4.0,4.7,Vanilla Porter,American Porter
378893,4.5,8.0,Heady Topper,American Double / Imperial IPA
749217,4.5,9.5,I Hardcore You,American Double / Imperial IPA
365570,4.0,10.5,La Terrible,Belgian Strong Dark Ale
915814,4.0,7.0,Red Duck Bengal IPA,American IPA
674295,4.0,8.8,Tricerahops Double IPA,American Double / Imperial IPA
746612,4.0,9.0,Hardcore IPA,American Double / Imperial IPA
722353,4.0,9.2,Red Eye Coffee Porter,American Porter
1001958,3.0,6.2,Simpler Times Lager,American Adjunct Lager
1263362,4.0,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
376740,4.5,9.0,Trois Pistoles,Belgian Strong Dark Ale
1562795,4.0,7.5,Sweetgrass 20th Anniversary Double India Pale Ale,American Double / Imperial IPA
1583368,4.0,8.5,Corsendonk Christmas Ale,Belgian Strong Dark Ale
75510,3.5,6.7,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,American IPA
1123917,4.0,7.5,Urthel Vlaemse Bock,Belgian Strong Dark Ale
740926,4.5,6.5,Jamaica Red Ale,American Amber / Red Ale
1357174,4.5,6.75,Censored,American Amber / Red Ale
779866,4.5,10.3,Darkness,Russian Imperial Stout
1190212,3.0,7.0,ApriHop,American IPA
1262584,4.0,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
1290522,4.0,7.0,Lava Rock Porter,American Porter
480148,4.0,6.0,The Public Ale,American Pale Ale (APA)
326689,4.0,4.72,Lone Star Beer,American Adjunct Lager
366931,3.0,5.5,Éphémère (Apple),Fruit / Vegetable Beer
892317,4.0,10.5,Double Bastard Ale,American Strong Ale
1579903,3.5,6.5,La Morsure,American IPA
612888,4.0,10.0,Sea Monster Imperial Stout,American Double / Imperial Stout
706700,4.5,12.0,Maple Tripple Ale,American Strong Ale
558104,4.0,8.5,Saison - Brett,Saison / Farmhouse Ale
662125,4.5,7.0,Duet IPA,American IPA
7353,4.5,8.5,The Libertine,American Amber / Red Ale
157236,4.5,10.4,Jahva (Imperial Coffee Stout),American Double / Imperial Stout
765458,4.0,8.41,Abbey Triple,Tripel
958644,4.0,7.0,Hop Ottin' IPA,American IPA
891045,4.0,4.2,San Diego County Session Ale,American Pale Ale (APA)
628711,4.0,7.8,He'Brew Rejewvenator (Year Of The Fig) 2008,American Strong Ale
743038,3.5,16.0,Dark Horizon 1st Edition,Russian Imperial Stout
168924,4.5,7.0,Racer 5 India Pale Ale,American IPA
35129,4.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
577645,4.0,5.8,Walker's Reserve - Porter,American Porter
164162,4.0,4.8,Nor'Cal,American Pale Ale (APA)
370733,3.5,10.0,Unibroue 15,Belgian Strong Pale Ale
558428,4.0,8.5,Saison - Brett,Saison / Farmhouse Ale
428403,3.0,5.3,Cable Car Small Batch Pale Ale,American Pale Ale (APA)
1401140,3.5,5.7,Copperhook,American Amber / Red Ale
1114925,3.5,9.6,Smuttynose Big A IPA (Big Beer Series),American Double / Imperial IPA
293855,4.5,27.0,Samuel Adams Utopias,American Strong Ale
315972,3.5,5.9,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
523131,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
1364873,4.5,8.0,Hop Stoopid,American Double / Imperial IPA
1024099,2.0,3.5,Victoria Bitter Midstrength,American Adjunct Lager
1087297,2.5,6.9,Rock Bottom Cezanne Saison,Saison / Farmhouse Ale
962447,3.5,8.5,De Ranke Guldenberg,Tripel
409597,2.5,8.1,Scratch Beer 40 - 2010 (IPA #4 Of 4),American IPA
308501,3.0,5.5,Samuel Adams Blackberry Witbier,Witbier
149681,4.5,11.0,Oak Aged Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
629801,4.5,10.5,He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),American Strong Ale
1482591,3.5,4.5,Four (#4),Saison / Farmhouse Ale
1006415,4.0,6.5,Saison Dupont,Saison / Farmhouse Ale
1169960,4.5,9.0,Squall IPA,American Double / Imperial IPA
246771,4.5,9.0,Chimay Grande Réserve (Blue),Belgian Strong Dark Ale
1497808,4.5,6.7,Thunderhead IPA,American IPA
912452,3.0,5.5,Pale Ale,American Pale Ale (APA)
952111,3.5,4.9,Jamieson Raspberry,Fruit / Vegetable Beer
1138846,4.5,6.1,Blind Pig IPA,American IPA
61732,3.5,12.0,2 Turtle Doves,Belgian Strong Dark Ale
1290809,3.5,8.2,Imperial Red,American Strong Ale
376441,4.5,9.0,Trois Pistoles,Belgian Strong Dark Ale
778318,4.0,6.7,CynicAle,Saison / Farmhouse Ale
563123,4.0,5.4,Pale Ale,American Pale Ale (APA)
910832,3.0,4.6,Blue Point Blueberry,Fruit / Vegetable Beer
710681,3.5,13.6,Dark Horse Double Crooked Tree IPA,American Double / Imperial IPA
754918,3.5,6.3,Big Swell IPA,American IPA
1176604,4.0,5.0,Namaste,Witbier
446972,4.5,8.7,Unplugged Imperial Saison,Saison / Farmhouse Ale
1201538,4.5,5.5,Saison De Peche,Fruit / Vegetable Beer
1175213,4.0,9.0,90 Minute IPA,American Double / Imperial IPA
734411,3.0,10.13,Olde Rabbit's Foot Bourbon Barrel-Aged Imperial Stout (2009),American Double / Imperial Stout
700035,3.0,4.9,Singletrack Copper Ale,American Pale Ale (APA)
1455385,4.0,10.0,GUBNA Imperial IPA,American Double / Imperial IPA
901090,3.5,4.5,Black Oak Summer Saison,Saison / Farmhouse Ale
870860,3.0,9.5,Stone 10.10.10 Vertical Epic Ale,Belgian Strong Pale Ale
1562307,4.5,8.0,Pursuit Of Hoppiness,American Amber / Red Ale
1164111,4.5,9.5,Poppaskull,Belgian Strong Pale Ale
1203717,4.0,7.0,Loser Pale Ale,American Pale Ale (APA)
1477899,4.0,6.0,Hop-Ocalypse,American IPA
1453302,3.5,6.5,Dale's Pale Ale,American Pale Ale (APA)
1257818,2.0,5.0,ACME California Pale Ale,American Pale Ale (APA)
810130,3.0,10.0,Fish Tale Poseidon's Imperial Stout,Russian Imperial Stout
1208499,3.5,4.5,Oxford Raspberry,Fruit / Vegetable Beer
1259480,5.0,5.5,Ruedrich's Red Seal Ale,American Amber / Red Ale
1461425,4.0,4.8,Ravell,American Porter
1322213,2.0,5.9,Anchor Humming Ale,American Pale Ale (APA)
869645,4.0,7.2,Arrogant Bastard Ale,American Strong Ale
220314,3.0,7.1,Titan IPA,American IPA
1439362,4.5,11.0,The Abyss,American Double / Imperial Stout
782568,4.0,6.2,Furious,American IPA
1278433,4.5,6.5,Ipswich India Pale Ale (I.P.A.),American IPA
28897,4.5,9.4,Founders Double Trouble,American Double / Imperial IPA
1129484,3.5,5.5,Icehouse,American Adjunct Lager
1252165,4.5,8.0,Cannonball Double IPA,American Double / Imperial IPA
110641,4.0,4.8,Belgian White Ale,Witbier
1380425,4.5,8.0,Mateen Triple,Tripel
674027,5.0,6.8,Maiden The Shade,American IPA
1237670,4.0,12.0,Bush De Noël,Belgian Strong Dark Ale
715101,4.0,10.2,Highland Imperial Kashmir IPA,American Double / Imperial IPA
782799,4.5,6.2,Furious,American IPA
261189,3.0,9.2,Imperial Stout Trooper,Russian Imperial Stout
116946,3.0,6.4,Third Eye P.A.,American IPA
245225,3.5,5.0,Raspberry Wheat Ale,Fruit / Vegetable Beer
933077,5.0,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
459781,4.5,6.7,Old Leghumper,American Porter
878195,4.0,6.9,Stone IPA (India Pale Ale),American IPA
442875,4.0,7.2,Tallgrass Oasis,American Double / Imperial IPA
1438966,4.5,11.0,The Abyss,American Double / Imperial Stout
753607,4.5,5.0,White Crane Ale (Rogue's Oregon Golden Ale),American Amber / Red Ale
368400,4.5,9.0,Don de Dieu,Belgian Strong Pale Ale
1545775,3.0,5.0,Whirlwind Witbier,Witbier
35347,4.5,6.5,Founders Porter,American Porter
561861,4.0,9.1,Chocolate Ale,American Strong Ale
185311,3.5,9.9,AleSmith Decadence 2006 (Dead By Dawn),American Strong Ale
1180917,4.0,11.0,Immort Ale,American Strong Ale
572829,4.0,4.5,Bam Bière,Saison / Farmhouse Ale
1364872,5.0,8.0,Hop Stoopid,American Double / Imperial IPA
866616,4.5,5.3,MacTarnahan's Blackwatch Cream Porter,American Porter
1372866,4.0,10.0,Devil Dog,American Double / Imperial IPA
1378998,4.5,8.5,Delirium Nocturnum,Belgian Strong Dark Ale
495911,4.0,6.0,Santa's Private Reserve Ale,American Amber / Red Ale
951248,4.5,10.0,The Oracle,American Double / Imperial IPA
747152,3.5,10.0,BrewDog Paradox Isle Of Arran (Batch 016),American Double / Imperial Stout
1507261,3.5,8.0,La Chouffe,Belgian Strong Pale Ale
495336,3.5,6.0,Santa's Private Reserve Ale,American Amber / Red Ale
1389084,4.5,6.0,Crater Lake Amber Ale,American Amber / Red Ale
1439096,4.5,11.0,The Abyss,American Double / Imperial Stout
293994,4.5,27.0,Samuel Adams Utopias,American Strong Ale
1281720,3.0,5.0,New Holland Zoomer Wit,Witbier
1445539,4.0,6.8,Inversion IPA,American IPA
89969,5.0,5.6,Sierra Nevada Pale Ale,American Pale Ale (APA)
50886,4.0,10.0,Stoudt's Double IPA (India Pale Ale),American Double / Imperial IPA
1169608,4.5,9.0,Squall IPA,American Double / Imperial IPA
648277,4.0,8.5,DuganA IPA,American Double / Imperial IPA
1247892,4.0,6.5,Harvest From The Hood,American Pale Ale (APA)
1377677,3.5,9.4,Cellar Cuvee 4,American Strong Ale
573014,4.5,4.5,Bam Bière,Saison / Farmhouse Ale
1135793,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
122917,3.5,5.4,Sweetwater 420 Extra Pale Ale,American Pale Ale (APA)
1543393,3.0,6.7,HopDevil Ale,American IPA
1291986,4.0,8.5,Dark Force,Russian Imperial Stout
540623,4.0,8.5,Terrapin Rye Squared,American Double / Imperial IPA
1200150,3.5,5.4,Short's Chocolate Wheat,American Porter
634847,5.0,6.0,Smoked Porter,American Porter
885352,4.0,9.5,El Camino (Un)Real Black Ale,American Strong Ale
915793,5.0,9.0,Red Duck The Ox,Russian Imperial Stout
670618,4.5,8.5,Alphalpha,American Double / Imperial IPA
1445497,4.0,6.8,Inversion IPA,American IPA
1549680,4.0,9.1,Storm King Stout,Russian Imperial Stout
1458874,4.0,10.5,Ten FIDY,Russian Imperial Stout
1174655,3.0,9.0,90 Minute IPA,American Double / Imperial IPA
1093840,3.5,6.5,Barfly India Pale Ale,American IPA
372476,4.0,9.0,La Fin Du Monde,Tripel
338027,4.5,6.6,Hopworks IPA,American IPA
1083093,5.0,7.5,Witkap Pater Tripel,Tripel
1477831,2.5,6.0,Hop-Ocalypse,American IPA
878685,4.5,6.9,Stone IPA (India Pale Ale),American IPA
1548250,3.5,9.1,Storm King Stout,Russian Imperial Stout
560704,4.0,9.7,Dark Truth Stout,American Double / Imperial Stout
1520974,3.5,9.0,Brooklyn Local 1,Belgian Strong Pale Ale
1392134,2.0,8.0,Imperial Stout,American Double / Imperial Stout
135852,3.5,10.0,Old Viscosity,American Double / Imperial Stout
594880,4.5,7.0,Matilda,Belgian Strong Pale Ale
1379736,4.0,10.0,Delirium Noël,Belgian Strong Dark Ale
942558,4.0,10.5,Bell's Expedition Stout,Russian Imperial Stout
84736,4.0,6.8,Sierra Nevada Celebration Ale,American IPA
1262104,4.0,9.4,Brother Thelonious,Belgian Strong Dark Ale
866330,3.5,6.0,Woodstock IPA,American IPA
82551,3.5,9.2,30th Anniversary - Fritz And Ken's Ale,American Double / Imperial Stout
1116679,3.0,5.7,Smuttynose Hanami Ale,Fruit / Vegetable Beer
453178,3.5,6.2,Organic Revolution,American Pale Ale (APA)
33534,3.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
942362,5.0,10.5,Bell's Expedition Stout,Russian Imperial Stout
922385,3.5,4.4,Modelo Especial,American Adjunct Lager
413227,4.5,8.0,Great Lakes Nosferatu,American Strong Ale
1247526,5.0,6.5,Newbold IPA,American IPA
1393576,3.5,12.5,Big Black Voodoo Daddy,American Double / Imperial Stout
950519,4.0,5.6,Bell's Porter,American Porter
1136510,5.0,11.0,Pliny The Younger,American Double / Imperial IPA
525908,3.0,6.0,Glühkriek,Fruit / Vegetable Beer
749355,4.0,8.0,Rip Tide,American Double / Imperial Stout
1419809,5.0,8.0,Fantôme Saison D'Erezée - Hiver,Saison / Farmhouse Ale
1042182,3.5,10.0,Fred From The Wood,American Strong Ale
358920,4.0,11.6,White Birch Apprentice Series Natasha Ale,Russian Imperial Stout
80640,4.0,5.6,Sierra Nevada Porter,American Porter
441282,3.0,5.2,Nik Gold,American Adjunct Lager
52418,3.5,5.5,Stoudt's Winter Ale (2008-2009),American Porter
712217,4.0,6.0,Dark Horse Crooked Tree IPA,American IPA
1125306,1.5,4.5,Milwaukee's Best Premium,American Adjunct Lager
79353,3.5,9.7,Hopsichord - Beer Camp #36,American Double / Imperial IPA
754886,4.5,6.3,Big Swell IPA,American IPA
604442,3.5,7.8,Thomas Hooker Imperial Porter,American Porter
1263221,4.5,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
989839,4.0,6.6,Wildcat India Pale Ale,American IPA
5613,4.5,9.4,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,Russian Imperial Stout
1502439,4.5,7.5,Watou Tripel,Tripel
1401923,3.0,6.5,Long Hammer IPA,American IPA
399466,4.5,9.0,Struis,Belgian Strong Dark Ale
824544,4.0,7.58,Indie Pale Ale,American IPA
1196020,3.0,8.0,Short's PB & J,Fruit / Vegetable Beer
269541,4.0,7.1,Snake Dog IPA,American IPA
363534,2.0,6.0,Molson Canadian Cold Shots,American Adjunct Lager
649143,4.0,16.8,Mephistopheles' Stout,American Double / Imperial Stout
892315,4.5,10.5,Double Bastard Ale,American Strong Ale
717478,5.0,3.8,Atlas Lager,American Adjunct Lager
1565581,4.0,10.2,Deception,American Double / Imperial Stout
358810,1.5,5.0,Viru,American Adjunct Lager
891459,4.0,10.5,Double Bastard Ale,American Strong Ale
1138164,4.0,6.1,Blind Pig IPA,American IPA
164274,4.5,8.1,Big Bear Black Stout,American Double / Imperial Stout
725705,4.0,10.2,Bolshoi,Russian Imperial Stout
1319254,4.0,6.0,Anchor Liberty Ale,American Pale Ale (APA)
202303,3.0,5.2,Fat Tire Amber Ale,American Amber / Red Ale
2566,4.0,5.0,Meta Export Lager,American Adjunct Lager
16295,4.5,10.6,Founders CBS Imperial Stout,American Double / Imperial Stout
900276,4.5,5.4,Stone Pale Ale,American Pale Ale (APA)
160646,4.0,10.5,Gemini (Imperial Blended Ale),American Strong Ale
495458,4.0,6.0,Santa's Private Reserve Ale,American Amber / Red Ale
697333,4.0,4.85,Hazed & Infused,American Pale Ale (APA)
1401054,4.0,5.7,Copperhook,American Amber / Red Ale
1182677,3.5,18.0,World Wide Stout,American Double / Imperial Stout
641973,4.0,10.3,Maharaja,American Double / Imperial IPA
1543874,4.0,6.7,HopDevil Ale,American IPA
26126,4.0,6.9,Founders Rübæus,Fruit / Vegetable Beer
137418,4.0,7.0,Wipeout I.P.A.,American IPA
983214,4.5,5.0,Scape Goat Pale Ale,American Pale Ale (APA)
614435,4.0,9.6,Dorado Double IPA,American Double / Imperial IPA
712927,1.5,9.4,Extinction,American Strong Ale
1232327,3.5,7.1,Atticus,American IPA
1144345,3.5,9.0,Salvation,Belgian Strong Dark Ale
1338525,5.0,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
51533,4.0,10.0,Stoudt's Double IPA (India Pale Ale),American Double / Imperial IPA
267914,4.0,8.5,Kerberos Tripel,Tripel
891741,5.0,10.5,Double Bastard Ale,American Strong Ale
140571,5.0,11.5,Hunahpu's Imperial Stout,American Double / Imperial Stout
1265009,4.5,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
1165302,4.0,18.0,Raison D'extra,Belgian Strong Dark Ale
1505306,2.0,8.0,St. Bernardus Tripel,Tripel
509122,5.0,10.0,"Rogue Ten Thousand Brew Ale (Brew 10,000)",American Double / Imperial IPA
552483,3.0,12.0,Super Kitty,American Strong Ale
1260735,4.5,7.6,Pranqster,Belgian Strong Pale Ale
1064869,3.0,5.2,Carib Lager,American Adjunct Lager
748849,4.0,10.0,BrewDog Paradox Smokehead (Batch 015) - Smokehead,American Double / Imperial Stout
235418,3.5,6.5,Southampton IPA,American IPA
536954,4.5,7.0,Mountain Ale,American Strong Ale
1450230,2.5,5.1,Narragansett Lager,American Adjunct Lager
191875,4.0,8.8,Double Stout,American Double / Imperial Stout
1424259,4.5,7.8,TREAT (Imperial Chocolate Pumpkin Porter),American Porter
523116,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
323785,4.5,4.74,Pabst Blue Ribbon (PBR),American Adjunct Lager
449995,5.0,6.1,Unplugged Smoke On The Porter,American Porter
523,3.0,6.1,Caldera IPA,American IPA
1069525,4.0,10.0,Decadence,American Double / Imperial IPA
878823,4.5,6.9,Stone IPA (India Pale Ale),American IPA
540878,3.0,5.3,Terrapin Rye Pale Ale,American Pale Ale (APA)
1458699,4.0,10.5,Ten FIDY,Russian Imperial Stout
1406794,4.0,7.5,Piston Pale Ale,American IPA
936136,3.5,7.0,Two Hearted Ale,American IPA
1105041,4.5,7.5,Hop Whore,American Double / Imperial IPA
754497,3.0,5.7,CoCoNut Porter,American Porter
390149,3.0,4.2,Wheat,American Adjunct Lager
909517,4.0,7.0,Blue Point Winter Ale,American Amber / Red Ale
461898,4.0,6.5,Big Daddy IPA,American IPA
522760,4.5,5.2,Samuel Smith's Organic Strawberry Fruit Beer,Fruit / Vegetable Beer
506607,4.0,4.8,Morimoto Black Obi Soba Ale,Fruit / Vegetable Beer
1528307,4.5,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
1281522,4.5,5.25,New Holland Mad Hatter India Pale Ale,American IPA
129248,4.0,4.8,Hubris,American Pale Ale (APA)
1234234,2.5,5.0,Lucky Lager,American Adjunct Lager
159004,4.0,11.2,Mokah,American Double / Imperial Stout
1259261,4.5,5.5,Ruedrich's Red Seal Ale,American Amber / Red Ale
150507,3.0,5.2,Porter,American Porter
134624,3.0,12.0,Older Viscosity,American Double / Imperial Stout
421741,4.5,5.8,Great Lakes Edmund Fitzgerald Porter,American Porter
523056,3.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
1183715,5.0,6.2,FedExtra Mild,American IPA
1295468,4.0,7.0,Freedom Of '78,American IPA
712538,4.5,6.0,Dark Horse Crooked Tree IPA,American IPA
859555,4.0,7.5,Beer Geek Breakfast,American Double / Imperial Stout
604349,4.0,7.8,Thomas Hooker Imperial Porter,American Porter
1102323,1.5,9.0,Chainsaw Ale,American Strong Ale
