,Review_Rating,ABV,Name,Style
785,4.5,10.5,Stone Imperial Russian Stout,Russian Imperial Stout
3619,4.0,10.7,Brooklyn Black OPS,Russian Imperial Stout
1836,4.5,,Beachwood 4th Anniversary Blend,Flanders Red Ale
1420,3.5,7.5,Mean Green,American Double / Imperial IPA
3167,4.0,12.0,AleSmith Speedway Stout,American Double / Imperial Stout
4766,4.5,9.2,Allagash Gargamel Ale,American Wild Ale
1211,4.0,11.5,Urthel Samaranth,Quadrupel (Quad)
2422,5.0,10.3,Maharaja,American Double / Imperial IPA
1634,4.5,9.2,30th Anniversary - Fritz And Ken's Ale,American Double / Imperial Stout
2247,4.5,8.7,G'Knight Imperial Red Ale,American Double / Imperial IPA
423,3.5,9.5,Raven's Eye Imperial Stout,Russian Imperial Stout
1511,4.0,11.4,Black Gold Imperial Stout - Bourbon Barrel Aged (Brewmaster Reserve),Russian Imperial Stout
3690,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
2058,4.0,9.5,Double Jack,American Double / Imperial IPA
1367,4.5,8.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
1794,4.5,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
4138,4.0,7.0,Supplication,American Wild Ale
1723,4.0,8.2,Nera Imperiale - Serie Strong (Nastro Viola),American Double / Imperial Stout
2052,4.0,6.0,La Folie,Flanders Red Ale
1466,5.0,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
2006,4.0,8.6,Steelhead Double India Pale Ale,American Double / Imperial IPA
1355,4.5,11.0,The Stoic,Quadrupel (Quad)
4133,4.5,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
3274,4.0,8.3,Founders Breakfast Stout,American Double / Imperial Stout
1506,2.0,8.6,Butte Creek Organic Revolution XI Imperial IPA,American Double / Imperial IPA
4515,5.0,10.0,Ryan Sullivan's Imperial Stout,Russian Imperial Stout
1244,4.0,8.1,Arcadia HopMouth Double IPA,American Double / Imperial IPA
2121,5.0,11.5,Bourbon Barrel Stout,American Double / Imperial Stout
2029,4.0,5.2,Rodenbach Classic (Red),Flanders Red Ale
1563,4.0,9.1,Sleighor Double IPA,American Double / Imperial IPA
1557,4.0,5.6,Isis,American Wild Ale
543,4.5,10.0,St. Bernardus Abt 12,Quadrupel (Quad)
988,4.0,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
3617,4.0,10.0,Hercules Double IPA,American Double / Imperial IPA
2596,4.0,8.0,Hop Rod Rye,Rye Beer
3071,4.0,9.5,Allagash Interlude,American Wild Ale
1593,4.0,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
3389,4.5,8.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
425,4.0,9.5,Péché Mortel (Imperial Stout Au Cafe),American Double / Imperial Stout
1996,4.0,7.0,Cane & Ebel,Rye Beer
1212,2.5,10.4,Xbeeriment Black Force One,American Double / Imperial Stout
158,4.0,9.0,90 Minute IPA,American Double / Imperial IPA
2794,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
2411,4.0,9.2,Samuel Adams Imperial Stout,Russian Imperial Stout
1641,4.0,,Spring Sour,American Wild Ale
2458,2.5,5.1,Vichtenaar,Flanders Red Ale
2084,4.5,10.4,Jahva (Imperial Coffee Stout),American Double / Imperial Stout
58,4.0,5.0,Cantillon Gueuze 100% Lambic-Bio (Organic Gueuze),Gueuze
3397,4.0,8.2,Imperial Stout,Russian Imperial Stout
1567,4.5,5.6,Mild Winter,Rye Beer
3087,3.5,9.1,Storm King Stout,Russian Imperial Stout
1373,3.0,8.75,Ale To The Chief,American Double / Imperial IPA
1889,5.0,6.0,Drie Fonteinen Oude Geuze,Gueuze
2864,4.0,8.33,Cascade The Vine,American Wild Ale
1533,4.0,10.5,Ten FIDY,Russian Imperial Stout
4826,4.0,8.5,Class V Stout,American Double / Imperial Stout
3060,3.5,8.0,Imperial Stout (Brewmaster Reserve 2008),American Double / Imperial Stout
3381,4.5,10.1,Fayston Maple Imperial Stout,American Double / Imperial Stout
3735,4.5,9.5,Dragonslayer,Russian Imperial Stout
929,4.0,7.0,Cane & Ebel,Rye Beer
2977,3.5,11.5,Big John,American Double / Imperial Stout
4074,3.0,8.2,Schneider-Brooklyner Hopfen-Weisse,Weizenbock
4747,4.5,10.0,Hercules Double IPA,American Double / Imperial IPA
4202,4.0,7.5,Bell's Java Stout,American Double / Imperial Stout
4417,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4933,3.5,5.0,Route Des Épices (Ale Rousse Au Poivre),Rye Beer
2931,3.5,5.5,Portsmouth Rye Not Pale Ale,Rye Beer
1440,4.5,7.0,Cane & Ebel,Rye Beer
4953,3.5,8.2,Imperial Stout,Russian Imperial Stout
449,4.0,8.0,Hop Rod Rye,Rye Beer
605,4.0,8.1,Kerplunk Imperial Chocolate Stout,American Double / Imperial Stout
796,4.0,6.3,Summit India Style Rye Ale,Rye Beer
4829,5.0,8.1,Heavier Handed IPA,American Double / Imperial IPA
3130,4.0,10.0,Allagash FOUR,Quadrupel (Quad)
3256,4.5,6.0,Frambozen,American Wild Ale
1335,4.5,7.0,Supplication,American Wild Ale
2018,4.5,13.0,Black Albert,Russian Imperial Stout
2856,4.5,11.0,Choklat,American Double / Imperial Stout
2488,3.5,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
2991,5.0,6.0,Rodenbach Grand Cru,Flanders Red Ale
2113,4.0,9.5,2nd Anniversary Double IPA,American Double / Imperial IPA
3763,5.0,14.3,Venus - Belgian-Style Quadrupel,Quadrupel (Quad)
724,4.5,8.6,Double IPA (Brewmaster Series),American Double / Imperial IPA
3057,3.5,10.0,The Reverend,Quadrupel (Quad)
586,4.5,9.5,Ramstein Winter Wheat,Weizenbock
3585,5.0,9.1,Storm King Stout,Russian Imperial Stout
1100,2.5,8.0,Outta Focus Double IPA,American Double / Imperial IPA
1798,4.0,9.4,Founders Double Trouble,American Double / Imperial IPA
661,4.0,11.0,Bourbon Barrel Aged Fayston Maple Imperial Stout,American Double / Imperial Stout
4902,4.0,9.0,Double Simcoe IPA,American Double / Imperial IPA
1755,4.0,9.0,Squall IPA,American Double / Imperial IPA
1336,4.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4697,4.5,10.0,Pannepot Reserva,Quadrupel (Quad)
148,4.5,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
4141,3.5,9.2,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,American Double / Imperial Stout
3232,4.0,12.0,AleSmith Speedway Stout,American Double / Imperial Stout
4386,3.0,7.5,Hitachino Nest Espresso Stout,American Double / Imperial Stout
3159,5.0,11.0,"St. Bernardus Abt 12 (60th Anniversary ""Special Edition"")",Quadrupel (Quad)
2286,4.5,10.5,D.O.R.I.S. The Destroyer Double Imperial Stout,Russian Imperial Stout
272,4.0,10.0,Saint Arnold Divine Reserve #5,Russian Imperial Stout
3145,4.5,10.5,Ten FIDY,Russian Imperial Stout
549,3.5,5.3,Line Dry Rye,Rye Beer
1316,3.0,8.5,Jefferson's Reserve Bourbon Barrel Stout,American Double / Imperial Stout
3385,4.0,8.5,Brooklyner-Schneider Hopfen-Weisse,Weizenbock
1205,4.5,12.0,V-Twelve,Quadrupel (Quad)
1164,4.0,15.0,Black Magick,American Double / Imperial Stout
3827,5.0,5.5,Red Poppy Ale,Flanders Red Ale
227,4.0,9.5,Lips Of Faith - Clutch Collabeeration,American Wild Ale
1496,4.0,9.2,Baird / Ishii / Stone Japanese Green Tea IPA,American Double / Imperial IPA
2381,4.0,7.5,Bell's Java Stout,American Double / Imperial Stout
4440,4.0,8.0,Hop Stoopid,American Double / Imperial IPA
4145,4.5,10.5,Ten FIDY,Russian Imperial Stout
3740,3.5,8.2,$ellout $tout,American Double / Imperial Stout
1144,4.0,10.0,Saboteur,American Wild Ale
1464,2.0,6.6,Doppel Dunkel Weisen Heisen,Weizenbock
683,5.0,4.8,Craftsman Flanders Red,Flanders Red Ale
185,4.0,9.0,Scratch Beer 44 - 2011 (Team America),Quadrupel (Quad)
1206,4.0,8.2,Maximus,American Double / Imperial IPA
3810,3.5,13.0,Black Damnation IV - Coffee Club,American Double / Imperial Stout
4934,2.5,10.5,Rigor Mortis ABT,Quadrupel (Quad)
2042,4.0,10.5,Founders Imperial Stout,Russian Imperial Stout
2915,3.5,8.5,DuganA IPA,American Double / Imperial IPA
4320,3.0,7.1,Imperial Stout,American Double / Imperial Stout
747,5.0,7.5,Wachusett Larry,American Double / Imperial IPA
2400,4.0,7.0,Isabelle Proximus,American Wild Ale
3859,4.5,10.2,Imperial Russian Stout,Russian Imperial Stout
1954,5.0,12.5,Parabola,Russian Imperial Stout
2315,4.0,8.0,Brooklyn Blast Pale Ale,American Double / Imperial IPA
3741,4.0,8.0,Joe Mama's Milk Stout,American Double / Imperial Stout
4733,3.5,9.5,Retribution,American Double / Imperial IPA
787,4.5,13.0,Black Damnation III - Black Mes,American Double / Imperial Stout
3481,4.5,10.3,Maharaja,American Double / Imperial IPA
3028,3.5,16.8,Mephistopheles' Stout,American Double / Imperial Stout
3680,5.0,10.3,Darkness,Russian Imperial Stout
3981,4.0,10.0,Ryan Sullivan's Imperial Stout,Russian Imperial Stout
1326,3.0,8.5,Hop-a-lot-amus,American Double / Imperial IPA
4936,5.0,5.0,Lindemans Gueuze Cuvée René,Gueuze
2534,4.0,12.0,Founders Devil Dancer,American Double / Imperial IPA
161,4.0,,Dark Apparition - Nano Beans,Russian Imperial Stout
550,4.5,18.0,120 Minute IPA,American Double / Imperial IPA
1916,4.0,12.0,Bell's Batch 7000,American Double / Imperial Stout
863,4.0,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
3766,3.0,7.0,The Resistance,American Wild Ale
1139,4.0,9.0,90 Minute IPA,American Double / Imperial IPA
3231,4.0,13.0,Black Albert,Russian Imperial Stout
2614,4.0,10.0,Robert Johnson's Hellhound On My Ale,American Double / Imperial IPA
1608,4.5,8.1,Arcadia HopMouth Double IPA,American Double / Imperial IPA
3465,4.5,6.6,Founders Red's Rye PA,Rye Beer
1904,4.5,11.5,Urthel Samaranth,Quadrupel (Quad)
2429,4.0,10.3,Maharaja,American Double / Imperial IPA
1590,4.5,11.0,Imperial Stout,Russian Imperial Stout
3515,4.0,7.3,Scratch Beer 18 - 2009,Rye Beer
4702,3.5,10.0,Le Coq Imperial Extra Double Stout,Russian Imperial Stout
1776,3.5,9.5,Espresso Oak Aged Yeti Imperial Stout,American Double / Imperial Stout
4892,3.5,5.2,Rodenbach Classic (Red),Flanders Red Ale
1220,4.5,8.3,Founders Breakfast Stout,American Double / Imperial Stout
1881,4.0,7.2,Allagash Grand Cru,Quadrupel (Quad)
1813,5.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
1053,2.0,6.0,Moaten,Flanders Red Ale
3990,3.5,5.3,Line Dry Rye,Rye Beer
4724,4.0,6.9,Harpoon Rich & Dan's Rye IPA (100 Barrel Series #37),Rye Beer
1223,4.5,6.5,Brute,American Wild Ale
1552,3.5,10.0,He'Brew Bittersweet Lenny's R.I.P.A.,American Double / Imperial IPA
980,4.5,8.5,Hop Wallop,American Double / Imperial IPA
4504,4.5,9.1,Portsmouth Imperial IPA,American Double / Imperial IPA
1973,4.5,8.0,Citra DIPA,American Double / Imperial IPA
3987,4.0,6.0,SurlyFest,Rye Beer
347,4.5,18.0,120 Minute IPA,American Double / Imperial IPA
2034,3.0,6.5,Imperial Stout,Russian Imperial Stout
4566,5.0,9.0,90 Minute IPA,American Double / Imperial IPA
4631,4.0,9.8,Smuttynose Imperial Stout (Big Beer Series),Russian Imperial Stout
3769,3.5,10.8,New Holland Night Tripper,American Double / Imperial Stout
1822,4.0,10.2,Hel & Verdoemenis,Russian Imperial Stout
3755,4.5,10.0,Saboteur,American Wild Ale
3241,5.0,9.0,Miles Davis' Bitches Brew,Russian Imperial Stout
1991,4.0,9.0,Thumb Print IIPA,American Double / Imperial IPA
4247,4.0,6.9,C-Note Imperial Pale Ale,American Double / Imperial IPA
892,3.5,10.2,Trappist Westvleteren 12,Quadrupel (Quad)
3719,4.0,10.0,Allagash FOUR,Quadrupel (Quad)
3181,4.5,9.5,Seeing Double IPA,American Double / Imperial IPA
2639,3.5,8.9,Stone 14th Anniversary Emperial IPA,American Double / Imperial IPA
3958,3.0,7.5,Satin Solstice Imperial Stout,American Double / Imperial Stout
2725,4.5,7.5,Doubly Down 'N Even Dirtier,American Double / Imperial Stout
606,4.5,9.0,Abrasive Ale,American Double / Imperial IPA
3214,4.0,8.0,Rip Tide,American Double / Imperial Stout
2873,4.0,11.7,Vortex II,Russian Imperial Stout
3354,4.0,10.5,Founders Imperial Stout,Russian Imperial Stout
4595,4.5,8.5,Hop Wallop,American Double / Imperial IPA
1470,4.5,7.5,Lips Of Faith - Le Terroir,American Wild Ale
794,4.0,9.0,90 Minute IPA,American Double / Imperial IPA
4414,3.5,7.0,Blue Dot Double India Pale Ale,American Double / Imperial IPA
1434,4.5,10.0,The Oracle,American Double / Imperial IPA
3063,3.0,9.5,Péché Mortel (Imperial Stout Au Cafe),American Double / Imperial Stout
4741,4.0,10.0,Double IPA,American Double / Imperial IPA
4058,4.5,10.5,Bell's Expedition Stout,Russian Imperial Stout
2989,3.5,10.2,Barrel-Aged Wake Up Dead,American Double / Imperial Stout
424,4.5,7.5,Bell's Java Stout,American Double / Imperial Stout
4137,4.0,12.0,V-Twelve,Quadrupel (Quad)
2510,4.5,8.5,YuleSmith (Summer),American Double / Imperial IPA
4304,4.0,10.0,Cab Cherry Man,American Wild Ale
1573,4.0,7.0,Zoetzuur Flemish Ale,Flanders Red Ale
4266,5.0,5.5,Beatification,American Wild Ale
3996,3.5,10.8,Short's Mystery Stout,American Double / Imperial Stout
3634,4.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
2640,3.5,9.6,Dorado Double IPA,American Double / Imperial IPA
2393,4.5,10.0,BrewDog Paradox Smokehead (Batch 015) - Smokehead,American Double / Imperial Stout
4430,4.5,8.0,Galaxy Imperial Single Hop IPA,American Double / Imperial IPA
1329,3.5,10.0,GUBNA Imperial IPA,American Double / Imperial IPA
297,4.0,10.0,Burton Baton,American Double / Imperial IPA
1297,4.5,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
2248,4.0,6.5,Friek,American Wild Ale
312,4.5,,RyePA,Rye Beer
4426,4.5,5.0,Cantillon Gueuze 100% Lambic,Gueuze
1224,5.0,8.0,Boon Oude Geuze Mariage Parfait,Gueuze
4690,3.5,9.25,Shipwrecked,American Double / Imperial IPA
3484,4.0,7.5,Bell's Java Stout,American Double / Imperial Stout
3160,3.5,5.0,De Koninck Amber,Flanders Red Ale
377,4.5,6.8,Best Of Beer Camp: Weizenbock - Beer Camp #37,Weizenbock
4581,4.0,9.6,LongShot Double IPA,American Double / Imperial IPA
3905,2.0,9.7,Left Coast Hop Juice,American Double / Imperial IPA
3221,4.5,9.1,Dark Intrigue,Russian Imperial Stout
3856,4.5,6.6,Founders Black Rye,Rye Beer
671,4.0,8.0,Cohoho Imperial IPA,American Double / Imperial IPA
4772,4.0,11.0,Oak Aged Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
1524,5.0,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
3011,4.0,6.0,Oc'ale Rouge,Flanders Red Ale
4558,4.0,9.5,Péché Mortel (Imperial Stout Au Cafe),American Double / Imperial Stout
3463,3.0,9.1,Full Throttle Double IPA,American Double / Imperial IPA
2214,3.5,11.5,Marshal Zhukov's Imperial Stout,Russian Imperial Stout
2959,4.0,10.4,Jahva (Imperial Coffee Stout),American Double / Imperial Stout
4547,4.5,10.5,Founders Imperial Stout,Russian Imperial Stout
3432,3.5,9.1,Storm King Stout,Russian Imperial Stout
4873,4.5,17.5,Dark Horizon 2nd Edition,Russian Imperial Stout
510,4.5,9.5,Old 21 Imperial IPA,American Double / Imperial IPA
4309,4.0,9.5,Brewer's Reserve Bourbon Barrel Stout,American Double / Imperial Stout
84,4.0,10.0,21st Amendment Imperial Stout,Russian Imperial Stout
3010,4.5,13.0,Bourbon County Brand Vanilla Stout,American Double / Imperial Stout
4072,4.0,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
285,3.5,18.0,120 Minute IPA,American Double / Imperial IPA
4774,3.0,4.7,Rare Rooster Summer Rye,Rye Beer
983,4.5,9.0,Great Lakes Blackout Stout,Russian Imperial Stout
3507,4.5,9.0,90 Minute IPA,American Double / Imperial IPA
3229,4.0,7.5,Beer Geek Breakfast,American Double / Imperial Stout
2106,4.0,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
3237,4.5,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
1554,4.5,9.0,Silent Night,American Double / Imperial Stout
4398,2.5,18.0,World Wide Stout,American Double / Imperial Stout
4217,4.0,9.5,Great Lakes Barrel-Aged Blackout Stout,Russian Imperial Stout
2663,3.0,8.0,Heavy Seas - Peg Leg (Imperial Stout),Russian Imperial Stout
3808,4.0,10.0,Barrel Aged Ryan Sullivan's Imperial Stout,American Double / Imperial Stout
4670,4.0,11.0,The Abyss,American Double / Imperial Stout
2183,3.0,8.2,Mean Manalishi Double I.P.A.,American Double / Imperial IPA
3701,3.5,10.0,Consecration,American Wild Ale
1444,4.5,5.6,Mild Winter,Rye Beer
689,4.0,9.8,Three Philosophers Belgian Style Blend (Quadrupel),Quadrupel (Quad)
2881,4.0,7.0,Three Penny IPA,American Double / Imperial IPA
677,4.0,6.5,Cabin Fever,American Double / Imperial Stout
3531,4.0,7.7,Stone Ruination IPA,American Double / Imperial IPA
567,2.5,10.0,BrewDog Paradox Smokehead (Batch 015) - Smokehead,American Double / Imperial Stout
2260,4.0,10.2,Imperial Russian Stout,Russian Imperial Stout
3667,3.5,9.1,Storm King Stout,Russian Imperial Stout
315,4.0,5.0,Cantillon Iris,Lambic - Unblended
1233,4.0,9.7,Left Coast Hop Juice,American Double / Imperial IPA
228,4.0,9.0,Illumination Double IPA,American Double / Imperial IPA
217,3.5,9.2,Baird / Ishii / Stone Japanese Green Tea IPA,American Double / Imperial IPA
4618,4.0,10.1,Silva Stout,American Double / Imperial Stout
155,3.0,10.0,Consecration,American Wild Ale
448,4.0,10.0,Allagash FOUR,Quadrupel (Quad)
4835,3.5,4.7,Sunrye Ale,Rye Beer
2358,3.5,13.1,Black Hole,Russian Imperial Stout
3968,4.0,9.5,Dreadnaught IPA,American Double / Imperial IPA
1236,3.5,10.0,Hercules Double IPA,American Double / Imperial IPA
1944,5.0,15.0,Black Magick,American Double / Imperial Stout
962,3.5,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
865,4.0,10.0,Hop 15,American Double / Imperial IPA
3931,5.0,8.0,Pliny The Elder,American Double / Imperial IPA
1579,4.0,9.5,Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
985,3.5,7.0,Samuel Adams American Kriek (Barrel Room Collection),American Wild Ale
4546,4.0,10.4,Ovila Quad,Quadrupel (Quad)
3933,5.0,5.8,Ananke,American Wild Ale
4970,4.5,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
516,4.0,9.0,90 Minute IPA,American Double / Imperial IPA
85,5.0,8.0,Pliny The Elder,American Double / Imperial IPA
1145,3.5,10.7,Brooklyn Black OPS,Russian Imperial Stout
3455,4.5,8.5,Brooklyner-Schneider Hopfen-Weisse,Weizenbock
4509,4.0,5.5,Red Poppy Ale,Flanders Red Ale
4363,3.0,8.2,Schneider Aventinus,Weizenbock
2969,4.5,14.5,Bourbon County Brand Stout,American Double / Imperial Stout
1768,4.0,9.5,Dreadnaught IPA,American Double / Imperial IPA
2751,4.5,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
3605,3.5,9.5,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
2352,4.0,11.03,The Czar,Russian Imperial Stout
337,4.0,9.5,Big Eddy Russian Imperial Stout,Russian Imperial Stout
3360,4.0,9.0,Bourbon Barrel Aged Insidious,American Double / Imperial Stout
1517,2.5,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
2186,4.0,10.2,Bolshoi,Russian Imperial Stout
1,4.5,6.6,Terra-Rye'ZD Black Rye Lager,Rye Beer
574,5.0,11.5,Hunahpu's Imperial Stout,American Double / Imperial Stout
3784,4.0,8.5,Dantalion Dark Wild Ale,American Wild Ale
4358,3.5,9.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
1494,3.5,5.6,Full Moon Pale Rye Ale,Rye Beer
4910,4.0,9.1,Storm King Stout,Russian Imperial Stout
1064,3.5,8.7,Blue Sunday Sour,American Wild Ale
826,3.5,9.3,Saint Arnold Divine Reserve #2,Quadrupel (Quad)
333,4.0,7.5,Hitachino Nest Espresso Stout,American Double / Imperial Stout
3858,4.5,14.5,Bourbon County Brand Stout,American Double / Imperial Stout
2432,4.5,10.5,Ten FIDY,Russian Imperial Stout
485,4.5,9.5,Brewer's Reserve Bourbon Barrel Stout,American Double / Imperial Stout
3760,5.0,9.5,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
1677,4.0,9.2,30th Anniversary - Fritz And Ken's Ale,American Double / Imperial Stout
4098,4.0,8.0,Hop Stoopid,American Double / Imperial IPA
3963,4.5,7.5,Beer Geek Breakfast,American Double / Imperial Stout
325,4.0,6.6,Founders Red's Rye PA,Rye Beer
3242,4.0,6.0,Duchesse De Bourgogne,Flanders Red Ale
2851,4.0,10.0,Santa's Little Helper,Russian Imperial Stout
2947,4.5,6.3,Summit India Style Rye Ale,Rye Beer
3333,4.5,9.0,Captain's Reserve Imperial IPA,American Double / Imperial IPA
668,1.5,7.7,Stone Ruination IPA,American Double / Imperial IPA
1530,4.5,11.8,Blasphemy,Quadrupel (Quad)
2835,4.0,9.2,Ace Of Spades,American Double / Imperial IPA
4229,4.0,11.3,Trappistes Rochefort 10,Quadrupel (Quad)
3460,4.5,11.0,The Abyss,American Double / Imperial Stout
327,4.0,8.0,Old Heathen Imperial Stout,Russian Imperial Stout
3824,3.5,8.5,Mongo,American Double / Imperial IPA
2896,4.0,9.5,Brewer's Reserve Bourbon Barrel Stout,American Double / Imperial Stout
769,3.5,12.5,Parabola,Russian Imperial Stout
2902,4.0,8.2,Schneider Aventinus,Weizenbock
4364,4.5,6.6,Founders Red's Rye PA,Rye Beer
1129,4.5,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
4513,4.0,8.0,The Wanderer,American Wild Ale
3718,3.5,10.0,Harpoon Leviathan - Imperial IPA,American Double / Imperial IPA
3473,4.0,5.2,Rodenbach Classic (Red),Flanders Red Ale
1855,4.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
1999,4.0,10.0,McNeill's Dark Angel Imperial Stout,American Double / Imperial Stout
4443,3.5,11.8,Quad,Quadrupel (Quad)
3251,4.0,3.5,Lambrucha,Lambic - Unblended
2390,5.0,11.0,Serpents Stout - Bourbon Barrel-Aged,American Double / Imperial Stout
2833,4.0,9.25,Shipyard XXXX IPA (Pugsley's Signature Series),American Double / Imperial IPA
2154,3.0,9.0,Hop Garden Double IPA,American Double / Imperial IPA
978,4.5,,Quinte55ence,Quadrupel (Quad)
4193,3.5,6.0,Arcadia Sky High Rye,Rye Beer
4457,4.0,6.6,Sierra Nevada Ruthless Rye IPA,Rye Beer
3502,4.5,10.0,Night Rider - Bourbon Barrel Aged,American Double / Imperial Stout
530,5.0,10.6,Founders CBS Imperial Stout,American Double / Imperial Stout
3932,4.0,11.7,Night Stalker,American Double / Imperial Stout
2088,4.5,7.5,Hitachino Nest Espresso Stout,American Double / Imperial Stout
79,4.0,9.0,Squall IPA,American Double / Imperial IPA
2830,4.5,11.0,The Abyss,American Double / Imperial Stout
3250,4.0,9.2,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,American Double / Imperial Stout
2482,3.0,9.8,Smuttynose Imperial Stout (Big Beer Series),Russian Imperial Stout
4327,4.0,11.0,Rye-on-Rye,Rye Beer
718,3.0,8.7,Moonglow Weizenbock,Weizenbock
4545,4.0,9.0,Hop Juice Double IPA,American Double / Imperial IPA
4353,4.5,9.2,The People's Pint Imperial Stout,Russian Imperial Stout
467,4.0,13.0,Bourbon County Brand Coffee Stout,American Double / Imperial Stout
3748,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
4328,5.0,11.2,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout
3298,4.0,10.2,Trappist Westvleteren 12,Quadrupel (Quad)
4208,4.5,8.0,Heresy,Russian Imperial Stout
4323,4.5,5.0,Girardin Gueuze 1882 (Black Label),Gueuze
2975,4.0,8.5,Moylander Double IPA,American Double / Imperial IPA
775,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
2664,3.5,11.0,The Abyss,American Double / Imperial Stout
722,4.0,6.0,Oud Beersel Oude Geuze Vieille,Gueuze
364,4.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
3430,4.5,,Zapata Bot,American Double / Imperial IPA
1673,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
3441,4.0,9.5,Idjit!,Russian Imperial Stout
1035,5.0,7.0,Isabelle Proximus,American Wild Ale
276,3.0,17.5,Black (黑) (Whisky Edition),American Double / Imperial Stout
1921,3.0,9.0,Hardcore IPA,American Double / Imperial IPA
781,3.5,9.2,471 IPA,American Double / Imperial IPA
2199,4.0,10.3,Maharaja,American Double / Imperial IPA
493,4.0,7.0,Cable Car,American Wild Ale
2024,4.5,9.8,Smuttynose Imperial Stout (Big Beer Series),Russian Imperial Stout
3863,4.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
4475,4.0,8.7,Imperial IPA,American Double / Imperial IPA
1576,4.5,9.7,Hop Crisis,American Double / Imperial IPA
2888,4.5,9.2,30th Anniversary - Fritz And Ken's Ale,American Double / Imperial Stout
3184,5.0,11.0,Pliny The Younger,American Double / Imperial IPA
2876,4.0,9.5,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
665,4.5,7.7,Stone Ruination IPA,American Double / Imperial IPA
3156,4.5,10.0,He'Brew Bittersweet Lenny's R.I.P.A.,American Double / Imperial IPA
1587,4.5,8.8,Cappuccino Stout,American Double / Imperial Stout
1719,4.5,6.5,Friek,American Wild Ale
3604,3.0,9.6,Smuttynose Big A IPA (Big Beer Series),American Double / Imperial IPA
2577,4.0,10.0,Allagash FOUR,Quadrupel (Quad)
2499,3.5,7.8,Winter Weizenbock,Weizenbock
3445,3.5,9.9,Hop Juice Double India Pale Ale,American Double / Imperial IPA
3870,4.5,15.0,Dark Lord Imperial Stout,Russian Imperial Stout
3922,4.0,8.9,Stone 14th Anniversary Emperial IPA,American Double / Imperial IPA
30,2.0,11.0,Czar Brew - Russian Imperial Stout Aged In Oak Bourbon Barrels,Russian Imperial Stout
3038,5.0,9.5,Péché Mortel (Imperial Stout Au Cafe),American Double / Imperial Stout
202,4.5,10.5,Bell's Expedition Stout,Russian Imperial Stout
2125,4.0,10.0,The Oracle,American Double / Imperial IPA
2221,3.0,10.0,GUBNA Imperial IPA,American Double / Imperial IPA
2871,5.0,9.0,90 Minute IPA,American Double / Imperial IPA
3614,4.5,9.5,Raven's Eye Imperial Stout,Russian Imperial Stout
563,3.5,9.2,Imperial Stout Trooper,Russian Imperial Stout
2167,4.5,9.1,Storm King Stout,Russian Imperial Stout
3527,3.5,9.0,Twin Sisters Double IPA,American Double / Imperial IPA
2057,4.0,10.0,BrewDog Paradox Islay (Batch 008) - Bowmore 1987,American Double / Imperial Stout
316,4.5,12.6,Bar Fly,American Double / Imperial Stout
1696,4.5,10.0,Santa's Little Helper,Russian Imperial Stout
